"emp_no","first_name","last_name","title","from_date","to_date"
34571,"Snehasis","Shrader","Engineer","1991-08-05","1997-08-04"
34571,"Snehasis","Shrader","Senior Engineer","1997-08-04","9999-01-01"
34574,"Sergi","Morrow","Staff","1996-02-12","1997-04-02"
34576,"Niclas","Vigier","Engineer","1998-03-11","9999-01-01"
34578,"Jahangir","Baaz","Technique Leader","1987-04-27","9999-01-01"
34579,"Aleksander","Terkki","Engineer","1990-12-16","1999-12-16"
34579,"Aleksander","Terkki","Senior Engineer","1999-12-16","9999-01-01"
34582,"Kwangsub","Brender","Engineer","1987-04-23","1987-07-21"
34584,"Uzi","Chartres","Senior Staff","1997-10-01","9999-01-01"
34584,"Uzi","Chartres","Staff","1988-10-01","1997-10-01"
34585,"Mads","Broomell","Senior Staff","1997-08-30","2000-12-05"
34586,"Qunsheng","Alvarado","Senior Staff","1989-07-17","9999-01-01"
34587,"Duri","Perna","Engineer","1994-01-15","2001-01-15"
34587,"Duri","Perna","Senior Engineer","2001-01-15","9999-01-01"
34591,"Odysseas","Vitiello","Staff","1998-08-09","9999-01-01"
34597,"Jouko","Bolotov","Senior Staff","1994-03-22","9999-01-01"
34597,"Jouko","Bolotov","Staff","1987-03-22","1994-03-22"
34599,"Insup","Peltason","Senior Engineer","1985-03-10","9999-01-01"
34600,"Godehard","Middleton","Senior Staff","2002-05-29","9999-01-01"
34600,"Godehard","Middleton","Staff","1996-05-29","2002-05-29"
34602,"Garnet","Flasterstein","Senior Engineer","1994-12-20","9999-01-01"
34605,"Arunachalam","Middleton","Senior Engineer","1997-05-28","9999-01-01"
34607,"Shaw","Gimarc","Engineer","1999-06-25","9999-01-01"
34609,"Hailing","Hockney","Senior Engineer","1987-11-04","1997-09-05"
34610,"Xinan","Ranum","Engineer","1994-08-26","9999-01-01"
34620,"Spyrose","Roccetti","Assistant Engineer","1995-08-27","9999-01-01"
34623,"Qingxiang","Sabnani","Staff","1999-04-21","9999-01-01"
34626,"Udi","McConalogue","Senior Engineer","1994-06-17","9999-01-01"
34629,"Monique","Bashian","Technique Leader","1995-08-18","9999-01-01"
34630,"Xiaoshan","Whittlesey","Senior Staff","1999-06-22","9999-01-01"
34630,"Xiaoshan","Whittlesey","Staff","1990-06-22","1999-06-22"
34631,"Mihalis","Danner","Assistant Engineer","1990-12-16","1997-12-16"
34631,"Mihalis","Danner","Engineer","1997-12-16","9999-01-01"
34632,"Licheng","Clouatre","Engineer","1992-05-29","2000-05-29"
34632,"Licheng","Clouatre","Senior Engineer","2000-05-29","9999-01-01"
34638,"Bilhanan","Hemaspaandra","Engineer","1989-11-17","1997-11-17"
34638,"Bilhanan","Hemaspaandra","Senior Engineer","1997-11-17","9999-01-01"
34641,"Cathie","Jervis","Senior Engineer","1985-10-27","9999-01-01"
34644,"Jixiang","Thibadeau","Senior Staff","1985-04-27","1999-02-15"
34647,"Kerryn","Tiemann","Engineer","1987-06-30","1993-06-29"
34647,"Kerryn","Tiemann","Senior Engineer","1993-06-29","9999-01-01"
34651,"Youngkon","Leaver","Senior Staff","1996-01-20","9999-01-01"
34652,"Fumino","Bodoff","Engineer","1992-05-30","1997-05-30"
34652,"Fumino","Bodoff","Senior Engineer","1997-05-30","9999-01-01"
34661,"Kiyokazu","Burnard","Engineer","1995-06-29","9999-01-01"
34662,"Heeju","Molenkamp","Engineer","1996-07-06","2002-07-06"
34662,"Heeju","Molenkamp","Senior Engineer","2002-07-06","9999-01-01"
34666,"Jiong","Rehfuss","Staff","1998-06-21","1999-03-17"
34667,"Shai","Nicolson","Senior Staff","1998-01-18","9999-01-01"
34667,"Shai","Nicolson","Staff","1993-01-18","1998-01-18"
34670,"Mihalis","Diderrich","Engineer","1986-10-19","1995-10-19"
34670,"Mihalis","Diderrich","Senior Engineer","1995-10-19","9999-01-01"
34673,"Unal","Pews","Senior Staff","1985-05-01","9999-01-01"
34679,"Mayuri","Soicher","Senior Staff","2001-04-14","9999-01-01"
34679,"Mayuri","Soicher","Staff","1994-04-14","2001-04-14"
34685,"Serenella","Picaronny","Engineer","1990-08-07","1998-08-07"
34685,"Serenella","Picaronny","Senior Engineer","1998-08-07","9999-01-01"
34690,"Beshir","Litzkow","Engineer","1993-01-15","1999-01-15"
34690,"Beshir","Litzkow","Senior Engineer","1999-01-15","9999-01-01"
34695,"Margareta","Gadepally","Senior Staff","1999-07-12","9999-01-01"
34695,"Margareta","Gadepally","Staff","1993-07-12","1999-07-12"
34701,"Kwun","Gecsei","Engineer","1998-04-01","1999-12-19"
34703,"Geoff","Azumi","Engineer","1989-01-09","1996-01-10"
34703,"Geoff","Azumi","Senior Engineer","1996-01-10","9999-01-01"
34704,"Jaques","Usery","Engineer","1995-09-01","9999-01-01"
34706,"Marl","Mahnke","Assistant Engineer","1990-12-29","1996-12-28"
34706,"Marl","Mahnke","Engineer","1996-12-28","9999-01-01"
34707,"Jacqueline","Syang","Engineer","1986-10-04","1993-10-04"
34707,"Jacqueline","Syang","Senior Engineer","1993-10-04","2001-01-20"
34709,"Anneli","Kragelund","Senior Staff","2001-08-26","9999-01-01"
34709,"Anneli","Kragelund","Staff","1995-08-27","2001-08-26"
34713,"Shigeichiro","Akaboshi","Senior Engineer","1985-11-18","1987-04-11"
34715,"Gully","Rosenbaum","Technique Leader","1993-09-08","9999-01-01"
34717,"Reinhold","Khalil","Engineer","1997-04-27","2002-04-27"
34717,"Reinhold","Khalil","Senior Engineer","2002-04-27","9999-01-01"
34719,"Stepehn","Kopetz","Engineer","1996-04-22","1998-02-14"
34720,"Masamitsu","Narlikar","Engineer","1996-05-13","2002-05-13"
34720,"Masamitsu","Narlikar","Senior Engineer","2002-05-13","9999-01-01"
34725,"Weijing","Pollock","Senior Staff","1996-06-01","9999-01-01"
34725,"Weijing","Pollock","Staff","1991-06-02","1996-06-01"
34726,"Shridhar","Emmart","Senior Staff","1994-12-24","9999-01-01"
34726,"Shridhar","Emmart","Staff","1985-12-24","1994-12-24"
34730,"Jiong","Terwilliger","Senior Staff","1992-04-19","9999-01-01"
34730,"Jiong","Terwilliger","Staff","1987-04-20","1992-04-19"
34734,"Ohad","Aumann","Technique Leader","1992-07-18","9999-01-01"
34737,"Candido","Litvinov","Assistant Engineer","1991-01-21","1999-01-21"
34737,"Candido","Litvinov","Engineer","1999-01-21","9999-01-01"
34738,"Adhemar","Thiran","Engineer","1989-12-28","1994-12-28"
34738,"Adhemar","Thiran","Senior Engineer","1994-12-28","9999-01-01"
34739,"Arra","Collavizza","Staff","1998-08-03","9999-01-01"
34740,"Toney","Sankaranarayanan","Technique Leader","1996-10-17","9999-01-01"
34744,"Reinhard","Prenel","Staff","1987-11-08","1993-11-04"
34750,"Dharmaraja","Binding","Engineer","1990-01-02","1996-01-02"
34750,"Dharmaraja","Binding","Senior Engineer","1996-01-02","9999-01-01"
34752,"Paddy","Stifter","Engineer","1985-04-17","1993-04-17"
34752,"Paddy","Stifter","Senior Engineer","1993-04-17","1995-03-26"
34754,"Maren","Llado","Senior Staff","1995-10-09","9999-01-01"
34758,"Lubomir","Camurati","Senior Staff","2000-04-27","9999-01-01"
34758,"Lubomir","Camurati","Staff","1994-04-28","2000-04-27"
34759,"Youngkon","Petersohn","Engineer","1987-10-08","1995-10-08"
34759,"Youngkon","Petersohn","Senior Engineer","1995-10-08","9999-01-01"
34763,"Shaz","Scharstein","Technique Leader","1989-04-19","9999-01-01"
34764,"Ferdinand","Osgood","Engineer","1990-07-02","1995-07-02"
34764,"Ferdinand","Osgood","Senior Engineer","1995-07-02","1998-05-28"
34767,"Ferdinand","Marwedel","Staff","1989-11-12","1993-01-11"
34768,"Mansur","Ranum","Senior Staff","1989-09-29","1992-07-24"
34769,"Erzsebet","Hebert","Senior Engineer","1990-09-19","1998-12-19"
34772,"Pramod","Strandh","Staff","1996-11-01","9999-01-01"
34783,"Ingmar","Denos","Staff","1994-10-20","9999-01-01"
34790,"Uma","Krohn","Senior Staff","1985-04-13","9999-01-01"
34793,"Monique","Huhdanpaa","Engineer","1989-02-13","1997-02-13"
34793,"Monique","Huhdanpaa","Senior Engineer","1997-02-13","9999-01-01"
34797,"Elvia","Bruckman","Engineer","1999-10-04","9999-01-01"
34805,"Marek","Siksek","Engineer","1990-01-27","1997-01-27"
34805,"Marek","Siksek","Senior Engineer","1997-01-27","9999-01-01"
34809,"Mariangiola","Garrabrants","Staff","1994-03-27","1994-08-14"
34813,"Brewster","Rettelbach","Staff","1995-12-16","1997-08-26"
34814,"Rajmohan","Tsukune","Senior Staff","1997-11-13","9999-01-01"
34814,"Rajmohan","Tsukune","Staff","1989-11-13","1997-11-13"
34816,"Chenyi","Schreiter","Engineer","1986-09-12","1994-09-12"
34816,"Chenyi","Schreiter","Senior Engineer","1994-09-12","9999-01-01"
34818,"Margareta","Luks","Engineer","1993-02-28","1997-09-06"
34827,"Heng","Apsitis","Staff","1997-02-10","9999-01-01"
34831,"Poornachandra","Haldar","Senior Staff","1988-08-21","2000-04-29"
34836,"Mandell","Wendorf","Senior Engineer","1993-09-22","9999-01-01"
34839,"Henk","Kermarrec","Senior Staff","2001-01-05","9999-01-01"
34839,"Henk","Kermarrec","Staff","1992-01-06","2001-01-05"
34847,"Pranav","Paciorek","Senior Engineer","1992-11-05","9999-01-01"
34853,"Lorien","Levasseur","Engineer","1992-03-17","2001-03-17"
34853,"Lorien","Levasseur","Senior Engineer","2001-03-17","9999-01-01"
34857,"Weicheng","Birrer","Senior Engineer","1985-04-01","9999-01-01"
34862,"Zhilian","Aumann","Senior Engineer","1993-10-23","9999-01-01"
34872,"Xiadong","Plumb","Senior Engineer","1990-04-16","1993-06-02"
34873,"Ingmar","Ruemmler","Engineer","1988-02-06","1993-02-05"
34873,"Ingmar","Ruemmler","Senior Engineer","1993-02-05","9999-01-01"
34877,"Claudi","Kobara","Engineer","1989-08-12","1995-08-12"
34877,"Claudi","Kobara","Senior Engineer","1995-08-12","9999-01-01"
34881,"Krister","Schapiro","Staff","1987-04-16","1990-10-15"
34882,"Christophe","Suppi","Senior Staff","1988-05-06","9999-01-01"
34888,"Amalendu","Plumb","Senior Staff","1993-02-19","9999-01-01"
34893,"Susuma","Pelc","Engineer","1989-05-19","1995-05-19"
34893,"Susuma","Pelc","Senior Engineer","1995-05-19","9999-01-01"
34901,"Uli","Kaelbling","Engineer","1995-06-12","2001-06-11"
34901,"Uli","Kaelbling","Senior Engineer","2001-06-11","9999-01-01"
34904,"Ulf","Camarinopoulos","Engineer","1993-10-11","2001-10-11"
34904,"Ulf","Camarinopoulos","Senior Engineer","2001-10-11","9999-01-01"
34906,"Tzvetan","Marrevee","Engineer","1993-05-09","1999-05-09"
34906,"Tzvetan","Marrevee","Senior Engineer","1999-05-09","9999-01-01"
34912,"DeForest","Meriste","Senior Engineer","1998-10-21","2000-10-05"
34915,"Christ","Tetzlaff","Senior Staff","1991-06-06","9999-01-01"
34920,"Vidya","Wossner","Senior Staff","1993-10-09","2001-09-24"
34920,"Vidya","Wossner","Staff","1985-10-09","1993-10-09"
34922,"Patricio","Ramsay","Staff","1996-02-18","9999-01-01"
34925,"Howell","Kroll","Staff","1999-05-03","2001-01-10"
34926,"Gift","Klassen","Engineer","1997-09-24","9999-01-01"
34928,"Anwar","Flexer","Senior Engineer","1988-03-02","9999-01-01"
34929,"Mohit","Litzler","Senior Staff","1999-03-09","9999-01-01"
34929,"Mohit","Litzler","Staff","1993-03-09","1999-03-09"
34938,"Macha","Penz","Engineer","1999-11-21","9999-01-01"
34939,"DeForest","Prenel","Staff","1996-11-05","9999-01-01"
34941,"Susanne","Heering","Staff","1999-02-18","2000-05-19"
34944,"Guoxiang","Sanella","Engineer","1996-06-05","2001-06-05"
34944,"Guoxiang","Sanella","Senior Engineer","2001-06-05","9999-01-01"
34947,"Mario","Perfilyeva","Senior Staff","1994-04-22","9999-01-01"
34947,"Mario","Perfilyeva","Staff","1985-04-22","1994-04-22"
34956,"Atilio","Peris","Senior Staff","2002-02-13","9999-01-01"
34956,"Atilio","Peris","Staff","1997-02-13","2002-02-13"
34958,"Goetz","Oberman","Senior Staff","1992-11-30","9999-01-01"
34958,"Goetz","Oberman","Staff","1987-12-01","1992-11-30"
34960,"Vasilis","Luga","Senior Staff","1985-07-22","9999-01-01"
34961,"Uno","Dolinsky","Staff","1999-08-02","9999-01-01"
34962,"Adly","Rosay","Engineer","1990-10-29","1999-10-29"
34962,"Adly","Rosay","Senior Engineer","1999-10-29","9999-01-01"
34963,"Sungwon","Nyrup","Engineer","1992-04-19","1997-04-19"
34963,"Sungwon","Nyrup","Senior Engineer","1997-04-19","9999-01-01"
34966,"Kristof","Pappas","Engineer","1989-06-12","1997-06-12"
34966,"Kristof","Pappas","Senior Engineer","1997-06-12","9999-01-01"
34969,"Pranav","Doering","Engineer","1996-11-03","9999-01-01"
34984,"Shaz","Luff","Engineer","1999-01-17","9999-01-01"
34987,"Rosella","Ariola","Engineer","1997-11-22","9999-01-01"
34988,"Moty","Matzel","Senior Staff","2001-01-21","9999-01-01"
34988,"Moty","Matzel","Staff","1994-01-21","2001-01-21"
34990,"Roddy","Mitina","Senior Staff","2002-06-03","9999-01-01"
34990,"Roddy","Mitina","Staff","1994-06-03","2002-06-03"
34991,"Gererd","Ramaiah","Staff","1991-08-11","1991-12-22"
34996,"Chinhyun","Butner","Engineer","1991-01-01","2000-01-01"
34996,"Chinhyun","Butner","Senior Engineer","2000-01-01","9999-01-01"
34999,"Shim","Narwekar","Engineer","1987-04-23","1995-04-23"
34999,"Shim","Narwekar","Senior Engineer","1995-04-23","9999-01-01"
35002,"Debatosh","Katiyar","Staff","1999-08-10","9999-01-01"
35003,"Miomir","Rajala","Staff","1997-12-02","9999-01-01"
35004,"Marc","Kalafatis","Assistant Engineer","1993-05-18","2000-05-18"
35004,"Marc","Kalafatis","Engineer","2000-05-18","2001-09-22"
35005,"Akeno","Nanard","Senior Staff","2001-12-07","9999-01-01"
35005,"Akeno","Nanard","Staff","1992-12-07","2001-12-07"
35009,"Lansing","Esteva","Senior Staff","1998-12-08","9999-01-01"
35009,"Lansing","Esteva","Staff","1990-12-08","1998-12-08"
35011,"Charmane","Vernadat","Senior Staff","1998-05-14","9999-01-01"
35011,"Charmane","Vernadat","Staff","1991-05-14","1998-05-14"
35012,"Noritoshi","Krybus","Senior Staff","2001-01-15","9999-01-01"
35012,"Noritoshi","Krybus","Staff","1992-01-16","2001-01-15"
35016,"Dinah","Awdeh","Engineer","1998-08-18","9999-01-01"
35020,"Manibrata","Haddadi","Senior Staff","1999-04-17","9999-01-01"
35020,"Manibrata","Haddadi","Staff","1991-04-17","1999-04-17"
35021,"Jackson","Schlenzig","Engineer","1995-10-24","9999-01-01"
35031,"Horward","Pearson","Engineer","1994-07-14","1999-07-14"
35031,"Horward","Pearson","Senior Engineer","1999-07-14","9999-01-01"
35042,"Nahid","Servieres","Staff","1998-06-16","9999-01-01"
35045,"Tooru","Hagimont","Engineer","1989-10-31","1997-10-31"
35045,"Tooru","Hagimont","Senior Engineer","1997-10-31","9999-01-01"
35046,"Sachem","Luders","Senior Staff","2002-05-10","9999-01-01"
35046,"Sachem","Luders","Staff","1996-05-10","2002-05-10"
35049,"Xumin","Kilgour","Senior Staff","1995-09-30","9999-01-01"
35049,"Xumin","Kilgour","Staff","1990-09-30","1995-09-30"
35059,"Vitaly","Flasterstein","Assistant Engineer","1991-12-06","1999-12-06"
35059,"Vitaly","Flasterstein","Engineer","1999-12-06","9999-01-01"
35068,"Dines","Melichar","Engineer","1998-07-07","9999-01-01"
35069,"Pranas","Thorensen","Senior Staff","1991-03-23","1992-05-31"
35070,"Kirk","Masada","Engineer","1988-12-15","1994-12-15"
35070,"Kirk","Masada","Senior Engineer","1994-12-15","9999-01-01"
35072,"Kagan","Sridhar","Engineer","1987-09-17","1995-09-17"
35072,"Kagan","Sridhar","Senior Engineer","1995-09-17","9999-01-01"
35085,"Chandrasekaran","Goldhammer","Senior Staff","1994-11-25","9999-01-01"
35085,"Chandrasekaran","Goldhammer","Staff","1986-11-25","1994-11-25"
35089,"Paris","Lanzelotte","Engineer","1988-03-02","1993-03-02"
35089,"Paris","Lanzelotte","Senior Engineer","1993-03-02","9999-01-01"
35093,"Sverrir","Mateescu","Senior Staff","1997-09-28","9999-01-01"
35093,"Sverrir","Mateescu","Staff","1988-09-28","1997-09-28"
35096,"Gaetan","Olivero","Engineer","1985-02-23","1990-02-23"
35096,"Gaetan","Olivero","Senior Engineer","1990-02-23","9999-01-01"
35097,"Fusako","Kroha","Senior Staff","1990-10-02","9999-01-01"
35100,"Przemyslawa","Zaiane","Senior Engineer","1991-04-27","9999-01-01"
35101,"Christ","Aamodt","Engineer","1998-05-21","2001-01-26"
35105,"Piyush","Lichtner","Senior Staff","1998-11-12","9999-01-01"
35105,"Piyush","Lichtner","Staff","1991-11-12","1998-11-12"
35106,"Aleksandar","McAffer","Engineer","1993-11-30","1999-11-30"
35106,"Aleksandar","McAffer","Senior Engineer","1999-11-30","9999-01-01"
35108,"Georgi","Dratva","Staff","1998-02-05","9999-01-01"
35110,"Reinhold","Speckmann","Engineer","1992-08-02","1998-08-02"
35110,"Reinhold","Speckmann","Senior Engineer","1998-08-02","9999-01-01"
35120,"Sailaja","Demeyer","Staff","1998-06-13","9999-01-01"
35123,"Yechezkel","Schaaf","Assistant Engineer","1994-07-12","1999-07-12"
35123,"Yechezkel","Schaaf","Engineer","1999-07-12","9999-01-01"
35127,"Naftali","Pagter","Senior Staff","1997-11-14","9999-01-01"
35137,"Tonny","Collavizza","Senior Staff","1998-09-14","9999-01-01"
35138,"Susuma","Boreale","Engineer","1989-10-19","1994-10-19"
35138,"Susuma","Boreale","Senior Engineer","1994-10-19","9999-01-01"
35139,"Vasiliy","Lichtman","Engineer","1996-01-30","9999-01-01"
35141,"Shmuel","Sooriamurthi","Senior Staff","1990-03-03","9999-01-01"
35142,"Conor","Uhrig","Engineer","1987-07-20","1994-07-20"
35142,"Conor","Uhrig","Senior Engineer","1994-07-20","9999-01-01"
35146,"Kasturi","Cummings","Engineer","1999-04-27","9999-01-01"
35156,"Erez","Kuhnemann","Senior Staff","1994-01-06","2000-01-15"
35156,"Erez","Kuhnemann","Staff","1989-01-06","1994-01-06"
35158,"Anestis","Pramanik","Engineer","1998-02-22","9999-01-01"
35159,"Mohammad","Demke","Staff","1998-08-14","9999-01-01"
35170,"Suzette","Michaeli","Staff","1993-12-12","9999-01-01"
35174,"Tiina","Hmelo","Engineer","1997-07-09","2002-07-09"
35174,"Tiina","Hmelo","Senior Engineer","2002-07-09","9999-01-01"
35175,"Nirmal","Miculan","Engineer","1995-09-10","2000-09-09"
35175,"Nirmal","Miculan","Senior Engineer","2000-09-09","9999-01-01"
35176,"Jiafu","Wilharm","Senior Staff","1999-01-21","9999-01-01"
35180,"Danae","Reutenauer","Staff","1997-02-03","9999-01-01"
35181,"Parto","Ghelli","Senior Staff","1998-02-05","9999-01-01"
35181,"Parto","Ghelli","Staff","1992-02-06","1998-02-05"
35182,"Uinam","Eldridge","Engineer","1992-01-31","2001-01-30"
35182,"Uinam","Eldridge","Senior Engineer","2001-01-30","9999-01-01"
35188,"Adel","Lund","Engineer","1995-05-14","2002-05-14"
35188,"Adel","Lund","Senior Engineer","2002-05-14","9999-01-01"
35192,"Candida","Benzaken","Senior Staff","1999-08-10","9999-01-01"
35192,"Candida","Benzaken","Staff","1992-08-09","1999-08-10"
35195,"Mart","Peir","Staff","1986-09-11","1988-01-29"
35205,"Moty","Poupard","Engineer","1992-09-02","1998-06-15"
35210,"Prodip","Gecsel","Senior Staff","1995-10-20","9999-01-01"
35216,"Aleksander","Karnin","Technique Leader","1995-08-12","9999-01-01"
35223,"Abdulah","Busillo","Engineer","1994-04-26","1999-04-26"
35223,"Abdulah","Busillo","Senior Engineer","1999-04-26","9999-01-01"
35226,"Byong","Felcyn","Assistant Engineer","1985-02-21","1993-02-21"
35226,"Byong","Felcyn","Engineer","1993-02-21","2001-02-21"
35226,"Byong","Felcyn","Senior Engineer","2001-02-21","9999-01-01"
35229,"Georgy","Erva","Engineer","1997-06-09","9999-01-01"
35237,"Kauko","Schiettecatte","Staff","1998-04-06","9999-01-01"
35238,"Martien","Winter","Engineer","1992-06-01","1998-06-01"
35238,"Martien","Winter","Senior Engineer","1998-06-01","9999-01-01"
35245,"Shridhar","Quittner","Engineer","1990-06-06","1996-06-05"
35245,"Shridhar","Quittner","Senior Engineer","1996-06-05","9999-01-01"
35248,"Tua","Passafiume","Senior Staff","1993-01-18","1995-12-31"
35248,"Tua","Passafiume","Staff","1986-01-18","1993-01-18"
35256,"Wojceich","McDermid","Senior Staff","1994-12-14","9999-01-01"
35256,"Wojceich","McDermid","Staff","1985-12-14","1994-12-14"
35258,"Khedija","Hettesheimer","Engineer","1991-11-19","1998-11-19"
35258,"Khedija","Hettesheimer","Senior Engineer","1998-11-19","9999-01-01"
35267,"Arnould","Chinal","Engineer","1995-01-07","2000-10-27"
35270,"Masali","Bakhtari","Technique Leader","1991-02-05","9999-01-01"
35271,"Val","Speek","Senior Engineer","1994-02-05","9999-01-01"
35273,"Zsolt","Mitsuhashi","Senior Staff","1987-05-13","9999-01-01"
35277,"Rosine","Kusakari","Senior Engineer","1999-04-06","1999-09-11"
